booking_id,passenger_name,flight_id,aircraft_id,departure_time,seat_number,booking_time,booking_status,ticket_price,baggage_fee,upgrades,channel,customer_segment,aircraft_type,currency,flight_day,recorded_at
31c933b8-676b-4b5e-bb0e-a8389fb4e9fd,Jenna Haley,FL1423,AC5682,2025-06-22 21:00:00,15Y,2025-06-03T06:56:00,confirmed,286.9,52.62,150,travel_agent,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.257699
fa13d64d-f042-4d05-92f8-7123306079b8,Timothy Daniels,FL1423,AC5682,2025-06-22 21:00:00,89a,2025-06-03T07:05:00,confirmed,251.18,24.5,50,app,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.257777
6cfdb076-7ea4-41fc-aafa-1b7e87f9fc84,Robert Gardner,FL1423,AC5682,2025-06-22 21:00:00,32Y,2025-06-03T06:50:00,confirmed,212.42,59.17,100,app,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.257850
69aa2ad7-989a-49eb-9e5a-9f0a9bb2f0d2,Eric Patton,FL1423,AC5682,2025-06-22 21:00:00,57K,2025-06-03T04:03:00,confirmed,257.12,40.16,100,website,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.257921
28a5d19a-6222-4ea4-ad7b-f662e57351ac,Danielle Wilson,FL1423,AC5682,2025-06-22 21:00:00,20R,2025-06-03T08:28:00,confirmed,278.86,26.9,0,travel_agent,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.257994
f6d61d53-8b9d-42fc-bb8d-fffaf7174a52,Marc Andersen,FL1423,AC5682,2025-06-22 21:00:00,35n,2025-06-03T10:58:00,confirmed,293.57,3.86,100,app,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.258066
777787e0-1782-4696-9f18-08c1e548b215,Steven Garcia,FL1423,AC5682,2025-06-22 21:00:00,53g,2025-06-03T09:00:00,confirmed,349.9,88.91,0,app,premium_economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.258138
432eeb6c-85f8-4d46-8706-8a29c9f76be8,Janet Kirby,FL1423,AC5682,2025-06-22 21:00:00,90t,2025-06-03T15:22:00,confirmed,244.59,28.47,100,travel_agent,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.258210
f2022d48-000e-4e30-8afc-1b43a3d6ea28,Ashley Palmer,FL1423,AC5682,2025-06-22 21:00:00,89i,2025-06-03T06:59:00,confirmed,214.34,82.53,50,website,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.258283
fa74c60a-a100-4dae-b8b8-c7785c1c6ace,Nicholas Murray,FL1423,AC5682,2025-06-22 21:00:00,19B,2025-06-03T06:55:00,confirmed,288.39,35.7,0,website,economy,Narrow-body,USD,2025-06-22,2025-07-08T16:29:02.258355
