booking_id,passenger_name,flight_id,aircraft_id,departure_time,seat_number,booking_time,booking_status,ticket_price,baggage_fee,upgrades,channel,customer_segment,aircraft_type,currency,flight_day,recorded_at
401d9ba0-a94c-438e-94c8-058165686ed1,Brittany Maldonado,FL3242,AC4686,2025-06-20 08:30:00,11D,2025-06-03T10:48:00,confirmed,468.96,70.89,150,app,economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.052988
aacced01-b61b-4fd2-96be-ecba1c3b99c2,Cynthia Hall,FL3242,AC4686,2025-06-20 08:30:00,94m,2025-06-04T00:48:00,confirmed,421.61,82.15,50,travel_agent,economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053063
3cd5254e-63e8-40c7-81e1-43b2f6cf067e,Alexander Hernandez,FL3242,AC4686,2025-06-20 08:30:00,10M,2025-06-04T07:48:00,checked_in,569.14,93.36,100,website,business,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053136
f32b8f78-05f4-4423-a2a8-40a745a88abc,Andrew Johnson,FL3242,AC4686,2025-06-20 08:30:00,61I,2025-06-04T02:43:00,confirmed,434.65,64.03,0,website,economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053208
91855ed7-8480-4024-a0ea-8f92bf0f809a,Carl Brown,FL3242,AC4686,2025-06-20 08:30:00,60Y,2025-06-04T03:51:00,checked_in,420.93,75.4,150,travel_agent,economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053279
11ff05b3-056d-4e8c-9fc7-70d6134ed52a,Jeffrey Brown,FL3242,AC4686,2025-06-20 08:30:00,49g,2025-06-04T03:47:00,confirmed,563.36,84.08,0,travel_agent,premium_economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053365
d9bfd9d0-fa9b-4c11-b052-28f4f1aeaafe,Joel Ferguson,FL3242,AC4686,2025-06-20 08:30:00,38U,2025-06-04T07:37:00,confirmed,411.02,86.45,100,website,economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053437
ec4865f1-6320-44b0-bad1-6cb0c2c975dc,Lisa Stokes,FL3242,AC4686,2025-06-20 08:30:00,55D,2025-06-03T19:41:00,confirmed,476.97,56.54,150,travel_agent,economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053509
25f781bc-b458-487c-8aea-f495d7343ba3,Thomas Martinez,FL3242,AC4686,2025-06-20 08:30:00,52v,2025-06-03T12:39:00,confirmed,568.79,45.59,50,app,premium_economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053581
06fd20e7-62cb-4434-baf8-d4395baaaad4,Aaron Bryant,FL3242,AC4686,2025-06-20 08:30:00,60u,2025-06-04T06:26:00,confirmed,428.9,30.03,150,travel_agent,economy,Wide-body,USD,2025-06-20,2025-07-08T16:29:02.053653
