booking_id,passenger_name,flight_id,aircraft_id,departure_time,seat_number,booking_time,booking_status,ticket_price,baggage_fee,upgrades,channel,customer_segment,aircraft_type,currency,flight_day,recorded_at
62974d1b-da8b-44bd-93bc-1a3717865785,Willie Davis,FL6238,AC2808,2025-06-19 15:45:00,32z,2025-05-29T06:09:00,confirmed,144.07,15.51,150,app,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941253
e2e53651-4738-43ff-8844-1946b27fa6e6,James Lambert,FL6238,AC2808,2025-06-19 15:45:00,53e,2025-05-29T01:56:00,checked_in,194.93,28.03,50,travel_agent,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941326
1b6a4bc5-153f-4deb-9287-65311f46a484,Melissa Brown,FL6238,AC2808,2025-06-19 15:45:00,01K,2025-05-29T05:43:00,confirmed,204.75,8.73,100,app,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941399
bf4fd806-3eba-4abe-a77a-dd9354b6332b,Darin Shelton,FL6238,AC2808,2025-06-19 15:45:00,77L,2025-05-29T09:38:00,checked_in,173.52,33.04,0,travel_agent,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941470
ccb50289-8ec2-4f17-bfd8-846a6fc7e433,Scott Gilbert,FL6238,AC2808,2025-06-19 15:45:00,15L,2025-05-29T09:28:00,confirmed,175.47,8.67,150,app,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941541
0f7a3020-665f-4af5-ac33-a15605631068,Frank Torres,FL6238,AC2808,2025-06-19 15:45:00,53a,2025-05-29T13:58:00,confirmed,146.55,91.09,150,app,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941612
690f6b29-7d69-4b9f-a385-5b68561792e3,Brenda Fuentes,FL6238,AC2808,2025-06-19 15:45:00,86y,2025-05-28T22:17:00,confirmed,179.3,6.01,150,travel_agent,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941685
cfaaa4b3-65e4-4567-883b-efdd645abfc7,Blake Sims,FL6238,AC2808,2025-06-19 15:45:00,58b,2025-05-29T04:08:00,confirmed,163.63,59.27,50,app,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941757
8608861f-c7b2-4458-926b-e97f7dade9a9,Bryce Ortiz,FL6238,AC2808,2025-06-19 15:45:00,19n,2025-05-28T20:24:00,confirmed,153.99,78.17,0,website,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941828
783352b4-e376-4a05-9e7b-77a95928ba46,Maureen Jacobs,FL6238,AC2808,2025-06-19 15:45:00,91p,2025-05-29T15:18:00,confirmed,235.01,22.28,0,travel_agent,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941900
2e5b4f1c-05f6-4792-a510-630d20ce456a,Alejandro Ross,FL6238,AC2808,2025-06-19 15:45:00,17Z,2025-05-29T12:27:00,confirmed,151.67,8.19,100,app,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.941971
00913408-2a78-450d-a825-f70470e0f9a2,Corey Stevenson,FL6238,AC2808,2025-06-19 15:45:00,23s,2025-05-28T21:48:00,confirmed,232.15,60.12,150,travel_agent,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942043
4e1c0238-7338-4863-8627-bfdaa292e6f4,Gary James,FL6238,AC2808,2025-06-19 15:45:00,59T,2025-05-29T04:07:00,confirmed,175.61,97.0,50,travel_agent,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942115
daa58a71-5a74-4fc1-8a9c-9ce0229c53be,Jason Carter,FL6238,AC2808,2025-06-19 15:45:00,28H,2025-05-29T01:43:00,cancelled,151.17,18.96,150,website,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942186
d85a63e2-a087-4787-ae83-e6db72c86d7a,Susan Lee,FL6238,AC2808,2025-06-19 15:45:00,88n,2025-05-29T13:01:00,confirmed,189.1,85.7,50,travel_agent,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942258
5749ce7e-01bb-4b12-b29b-86abe6cbac2f,Michael Johnson,FL6238,AC2808,2025-06-19 15:45:00,36h,2025-05-28T18:10:00,confirmed,163.43,43.06,150,website,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942331
53b63bd1-6017-4602-b894-9504b24a4e2c,Oscar Torres,FL6238,AC2808,2025-06-19 15:45:00,43d,2025-05-29T03:32:00,confirmed,182.75,20.16,50,website,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942402
c1e3ec46-a6b2-47c5-9e08-0e602adbe402,Tara Thomas,FL6238,AC2808,2025-06-19 15:45:00,77t,2025-05-29T02:16:00,confirmed,170.82,97.01,100,travel_agent,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942474
b4d1061f-bec6-4747-8b75-c8b70ad220ab,Wendy Ross,FL6238,AC2808,2025-06-19 15:45:00,95O,2025-05-29T06:49:00,confirmed,217.26,92.72,100,app,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942558
b3bc7991-c95a-4679-b280-b392eaf26be3,Samantha Mcbride,FL6238,AC2808,2025-06-19 15:45:00,06Z,2025-05-29T03:26:00,confirmed,191.5,50.99,150,website,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942635
467d7f69-93cb-43a2-998a-7ea1f68eac40,Andre Rosales,FL6238,AC2808,2025-06-19 15:45:00,95Z,2025-05-28T21:36:00,confirmed,218.14,22.44,150,website,business,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942706
efa67c87-d43e-45fa-9318-7f8fe8d2376b,Alexander Miller,FL6238,AC2808,2025-06-19 15:45:00,62h,2025-05-29T04:23:00,confirmed,157.17,53.01,150,website,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942778
71331e21-634a-4b09-a6f1-6ba516b07320,Matthew Cox,FL6238,AC2808,2025-06-19 15:45:00,74L,2025-05-29T09:46:00,checked_in,130.31,94.18,100,app,economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942849
2408a457-37c1-4dc3-a8a6-a8d6d36a9138,Garrett Robertson,FL6238,AC2808,2025-06-19 15:45:00,22q,2025-05-28T22:19:00,confirmed,239.37,26.9,100,website,premium_economy,Narrow-body,USD,2025-06-19,2025-07-08T16:29:01.942920
