booking_id,passenger_name,flight_id,aircraft_id,departure_time,seat_number,booking_time,booking_status,ticket_price,baggage_fee,upgrades,channel,customer_segment,aircraft_type,currency,flight_day,recorded_at
3c08cc69-679f-4896-8b4a-0fab040dd357,Richard Valdez,FL1997,AC7432,2025-07-08 17:00:00,88B,2025-06-12T04:34:00,confirmed,290.79,39.63,0,website,premium_economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896431
aecc9d03-a820-4aaa-b219-9ae72c43a4ec,Rhonda Gardner,FL1997,AC7432,2025-07-08 17:00:00,40K,2025-06-12T10:44:00,confirmed,200.34,66.19,50,website,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896504
f88479dc-1f66-41a4-a645-2064ccd89d07,Amy Reynolds,FL1997,AC7432,2025-07-08 17:00:00,83t,2025-06-12T03:07:00,confirmed,207.09,34.12,150,travel_agent,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896576
0ec8c7c8-1178-4360-9b73-2b9aaea55713,Curtis Thomas,FL1997,AC7432,2025-07-08 17:00:00,19I,2025-06-12T03:24:00,confirmed,181.07,99.62,150,app,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896646
36fb4958-0a08-4746-9498-aea218a7a94b,Catherine Parks,FL1997,AC7432,2025-07-08 17:00:00,22J,2025-06-12T04:03:00,confirmed,174.32,44.58,50,app,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896718
53bb3b03-ca5d-49e1-a8c5-bbda73a51217,Mr. Thomas Mann Jr.,FL1997,AC7432,2025-07-08 17:00:00,55W,2025-06-11T20:09:00,confirmed,236.4,49.93,50,travel_agent,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896794
2eb1eddd-fbde-45c5-8495-0afcaa150edf,Dustin Brown,FL1997,AC7432,2025-07-08 17:00:00,06x,2025-06-12T05:30:00,confirmed,172.37,87.9,100,app,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896864
8ba2b52e-a3c3-44b4-862c-1842857fb54a,Melissa Washington,FL1997,AC7432,2025-07-08 17:00:00,46m,2025-06-12T07:22:00,confirmed,358.67,34.55,50,app,business,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.896935
dd869ac7-475d-4327-9ff3-af9ca0fca8f3,Heather Miller,FL1997,AC7432,2025-07-08 17:00:00,28X,2025-06-12T12:59:00,confirmed,238.54,18.7,50,app,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897010
060670ea-83de-4b22-bd04-92651389c666,Maria Lowe,FL1997,AC7432,2025-07-08 17:00:00,10m,2025-06-12T07:25:00,checked_in,203.2,14.96,50,app,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897081
f0ea5483-b65e-4e3f-a8b1-fe2237b633d3,Casey Mccoy MD,FL1997,AC7432,2025-07-08 17:00:00,80U,2025-06-12T02:35:00,confirmed,359.28,67.59,150,website,business,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897154
0ff638f0-d45c-4432-b770-cd63d1b4c8c9,Amy Austin,FL1997,AC7432,2025-07-08 17:00:00,90d,2025-06-12T08:44:00,confirmed,169.24,47.88,0,app,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897225
ce6210ac-4e92-4448-bc0e-21ae0da5c33d,Hunter Sanchez,FL1997,AC7432,2025-07-08 17:00:00,61L,2025-06-12T00:58:00,checked_in,291.02,73.24,50,travel_agent,premium_economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897294
63e86eed-0e17-4690-bc46-65a8d3ad374f,Tiffany Waters,FL1997,AC7432,2025-07-08 17:00:00,00p,2025-06-11T22:02:00,confirmed,190.04,80.84,100,website,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897365
9f248b78-49d3-45cb-b93c-128d5720e591,Brittany Richardson,FL1997,AC7432,2025-07-08 17:00:00,85F,2025-06-11T19:37:00,confirmed,177.06,12.33,150,website,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897436
d5eb3add-b6f3-49cc-a2b3-a0fa245460a0,Shelia Cooper,FL1997,AC7432,2025-07-08 17:00:00,50Y,2025-06-12T00:27:00,confirmed,328.24,14.4,150,website,business,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897507
2cf9ec77-ffba-43e6-89f2-5e123c28c20c,Michael Morgan,FL1997,AC7432,2025-07-08 17:00:00,98q,2025-06-12T01:15:00,confirmed,204.06,23.78,100,app,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897576
975c4e63-adcd-4f9a-9c6a-f5f00f8fda6c,Anna Brooks,FL1997,AC7432,2025-07-08 17:00:00,98k,2025-06-12T15:34:00,confirmed,220.19,46.75,0,travel_agent,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897647
cb9951ef-a711-4fca-8abf-ac5d20312050,Michael Young,FL1997,AC7432,2025-07-08 17:00:00,78V,2025-06-11T20:46:00,checked_in,327.18,71.34,150,travel_agent,business,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897717
03f5708c-8e54-41fe-bb25-be75326774d8,Jeffrey Walker,FL1997,AC7432,2025-07-08 17:00:00,41w,2025-06-11T22:25:00,confirmed,223.24,22.93,0,website,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897798
425aa302-cca7-49d7-851b-96c158fa620c,Adam Mcdonald DDS,FL1997,AC7432,2025-07-08 17:00:00,64b,2025-06-12T03:07:00,confirmed,197.71,83.54,100,website,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.897886
df808cef-0645-426e-b428-05fd128062ab,Whitney Park,FL1997,AC7432,2025-07-08 17:00:00,67j,2025-06-12T14:43:00,confirmed,240.96,68.68,0,travel_agent,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.898017
7419ded9-93bc-4cda-a831-1c01ff8cf729,Bradley White,FL1997,AC7432,2025-07-08 17:00:00,76z,2025-06-11T20:11:00,confirmed,184.75,56.45,50,website,economy,Narrow-body,USD,2025-07-08,2025-07-08T16:29:03.898116
