booking_id,passenger_name,flight_id,aircraft_id,departure_time,seat_number,booking_time,booking_status,ticket_price,baggage_fee,upgrades,channel,customer_segment,aircraft_type,currency,flight_day,recorded_at
a288c23b-9e07-4021-84c3-3c02048e506a,Laura Fuller,FL2573,AC4709,2025-06-09 16:30:00,44B,2025-05-13T14:29:00,confirmed,513.79,44.78,100,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.047769
ef62b738-0e73-49a4-8ae1-c16cd0e570db,Jessica Carson,FL2573,AC4709,2025-06-09 16:30:00,65Y,2025-05-13T13:22:00,cancelled,607.33,6.74,0,app,business,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.047922
6ff7a450-f2a7-451d-b915-0a0cf81a363a,Rachael Jones,FL2573,AC4709,2025-06-09 16:30:00,79I,2025-05-12T17:39:00,confirmed,405.96,40.03,0,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.048281
84ca4ee2-5333-425e-8c9b-4528d31790d6,Michael Gibson,FL2573,AC4709,2025-06-09 16:30:00,89J,2025-05-12T21:39:00,checked_in,396.89,95.32,100,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.048508
f1b31a39-b42a-41ff-8732-b21c91343874,Sarah Brewer,FL2573,AC4709,2025-06-09 16:30:00,50h,2025-05-13T13:15:00,confirmed,585.5,28.5,100,travel_agent,business,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.048674
1cc07723-56ef-4c75-a0f4-554a3d7c736e,Teresa Bautista,FL2573,AC4709,2025-06-09 16:30:00,67a,2025-05-13T10:00:00,confirmed,428.96,25.43,150,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.048809
e66881ef-895f-4580-98b8-1bf57ab302bb,Annette Jones,FL2573,AC4709,2025-06-09 16:30:00,35j,2025-05-12T16:46:00,confirmed,359.05,7.25,150,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.048937
6fb16bb1-5a31-4ec4-8a70-5b681897611b,Mark Warner,FL2573,AC4709,2025-06-09 16:30:00,83x,2025-05-13T15:24:00,confirmed,418.76,22.05,100,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049066
4bf33c46-7994-478f-9120-f40756612989,Scott Stevens,FL2573,AC4709,2025-06-09 16:30:00,84r,2025-05-13T04:10:00,confirmed,449.87,24.12,100,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049187
aecd5d0d-22b2-4478-ad24-194ae4d3afa9,Christine Petersen,FL2573,AC4709,2025-06-09 16:30:00,77g,2025-05-13T09:10:00,confirmed,498.88,72.79,50,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049311
a4187e24-3941-4939-b775-b0d19e62a3c4,Charles Mitchell,FL2573,AC4709,2025-06-09 16:30:00,41p,2025-05-13T00:55:00,confirmed,581.5,60.48,0,app,business,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049430
d2586136-511f-4a20-9dd5-bfef53975738,Michael Shepherd,FL2573,AC4709,2025-06-09 16:30:00,87o,2025-05-13T00:17:00,confirmed,519.03,33.34,150,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049552
6d4738f8-7243-482b-8185-2413654cd7cb,David Barron,FL2573,AC4709,2025-06-09 16:30:00,21o,2025-05-13T10:36:00,confirmed,464.58,14.64,0,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049671
e5b92ed4-d72a-48d4-a676-106338a0c472,Kimberly Martin,FL2573,AC4709,2025-06-09 16:30:00,05y,2025-05-12T18:26:00,confirmed,623.19,0.92,150,travel_agent,business,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049792
5a4931bc-a82a-45d6-a339-ca68e86d2088,Jill Kennedy,FL2573,AC4709,2025-06-09 16:30:00,10A,2025-05-13T14:22:00,confirmed,535.52,35.97,100,travel_agent,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.049912
e3157dd3-d7b3-4e70-b1f1-a14803db0ce9,Kathleen Howell,FL2573,AC4709,2025-06-09 16:30:00,85h,2025-05-13T14:43:00,checked_in,388.63,54.82,0,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050032
80b0c7ab-23f2-48b4-ae70-ea306c818c27,John Harmon,FL2573,AC4709,2025-06-09 16:30:00,89v,2025-05-13T15:54:00,confirmed,459.38,31.28,0,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050150
5910e040-309b-44bb-9e8e-72a56c3bfd42,Sharon Daniels,FL2573,AC4709,2025-06-09 16:30:00,66e,2025-05-12T16:45:00,cancelled,446.88,31.89,50,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050270
6668554d-6f57-487f-92db-1a62d4a7bc8b,Nicholas Caldwell,FL2573,AC4709,2025-06-09 16:30:00,32U,2025-05-12T16:45:00,confirmed,432.3,52.74,150,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050389
ee491d83-472a-45c0-819d-f06227f10116,Steven Lee,FL2573,AC4709,2025-06-09 16:30:00,30I,2025-05-13T14:17:00,confirmed,548.2,8.9,100,website,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050510
adde0ec0-eeba-40d0-bd24-db0f2912e7dd,Erica Lam,FL2573,AC4709,2025-06-09 16:30:00,29L,2025-05-13T05:55:00,confirmed,487.49,79.09,100,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050687
446b6efe-6b1f-4c67-a50b-02c22f7146e3,Kenneth Smith MD,FL2573,AC4709,2025-06-09 16:30:00,03U,2025-05-12T16:36:00,confirmed,496.67,51.84,150,travel_agent,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050827
c082e65b-f6fd-43f7-a54b-ba34dbf8b970,Travis Becker,FL2573,AC4709,2025-06-09 16:30:00,22T,2025-05-13T07:48:00,confirmed,428.73,41.81,100,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.050950
0f13af40-958d-4547-aec2-eaac1dd5cc22,Cynthia Adams,FL2573,AC4709,2025-06-09 16:30:00,61E,2025-05-13T05:51:00,confirmed,427.87,11.74,100,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051072
18ef43ae-fc4e-4bf2-a414-0979eafd8efa,Derek Jones,FL2573,AC4709,2025-06-09 16:30:00,12L,2025-05-13T12:30:00,confirmed,504.3,11.38,100,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051192
a8bfe22c-b033-4780-9afd-e25722c9075f,Allison Meyer,FL2573,AC4709,2025-06-09 16:30:00,85W,2025-05-12T19:24:00,confirmed,452.35,89.89,100,website,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051311
73d7156d-ccff-482e-bd8c-3470ed66df43,Anthony Webster,FL2573,AC4709,2025-06-09 16:30:00,59e,2025-05-13T15:59:00,checked_in,431.84,82.5,0,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051429
0962b623-996f-4a8e-839e-f3f73ebdabbf,Logan Edwards,FL2573,AC4709,2025-06-09 16:30:00,66h,2025-05-13T07:35:00,checked_in,499.11,48.57,0,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051549
a76cd35e-1848-4383-a429-45ba78b1efdd,Bernard Peterson,FL2573,AC4709,2025-06-09 16:30:00,07Y,2025-05-13T16:10:00,confirmed,356.93,4.28,0,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051666
1e0e4456-8b4c-4237-ab5e-ae25c772b923,Hector Williams,FL2573,AC4709,2025-06-09 16:30:00,43F,2025-05-13T13:14:00,confirmed,629.45,81.43,50,travel_agent,business,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051778
f6f7518d-58e0-414e-9a60-66618943d68c,Sydney Espinoza,FL2573,AC4709,2025-06-09 16:30:00,23w,2025-05-13T02:36:00,confirmed,507.92,98.6,150,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051885
132dd523-6142-48b6-b72f-7cdb2ec8bbf3,Dustin Garrett,FL2573,AC4709,2025-06-09 16:30:00,69J,2025-05-13T10:08:00,checked_in,410.14,11.51,0,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.051992
90505eeb-9c23-4514-bc06-b5b3ed9b5825,Mr. James Figueroa,FL2573,AC4709,2025-06-09 16:30:00,30g,2025-05-12T22:53:00,confirmed,370.49,82.11,0,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052106
9ce5153d-e2a8-4361-a3e3-bd4dffca4be1,Danielle Yu,FL2573,AC4709,2025-06-09 16:30:00,32x,2025-05-12T21:56:00,confirmed,475.6,47.55,50,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052213
95ec7f19-f826-40af-8a66-ee7d4f6a0909,Valerie Peters,FL2573,AC4709,2025-06-09 16:30:00,49P,2025-05-13T13:09:00,confirmed,542.54,48.85,0,travel_agent,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052319
a3ea5629-fc6d-4a00-9c66-a2ac4b4d9ab2,Brian Calderon,FL2573,AC4709,2025-06-09 16:30:00,43d,2025-05-12T19:26:00,confirmed,359.09,80.11,100,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052428
cb836286-d327-4ac2-b77d-d0678ebce053,Elizabeth Flores,FL2573,AC4709,2025-06-09 16:30:00,21A,2025-05-12T19:48:00,checked_in,662.71,92.89,50,website,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052535
2a63aa83-89f1-4890-b8a4-f02312810dca,Leslie Harris,FL2573,AC4709,2025-06-09 16:30:00,08h,2025-05-13T03:36:00,confirmed,359.93,65.45,50,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052642
10f7c28b-3db4-4011-886c-c5e18ba735ac,Amber Cole,FL2573,AC4709,2025-06-09 16:30:00,17E,2025-05-13T03:55:00,confirmed,370.51,80.28,150,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052748
f4ce8d1f-b8e7-43fb-91a4-b2bfa5dc1ce6,Jessica Anderson,FL2573,AC4709,2025-06-09 16:30:00,11H,2025-05-12T20:05:00,checked_in,603.54,78.99,50,travel_agent,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052854
75d22b66-5fbf-4064-a8a3-781c5eff8d64,Kevin Boyd,FL2573,AC4709,2025-06-09 16:30:00,24a,2025-05-13T07:44:00,confirmed,721.24,62.1,150,website,business,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.052959
87604bd7-1664-449b-9135-4945070f254f,Julie Mendoza,FL2573,AC4709,2025-06-09 16:30:00,54b,2025-05-12T23:00:00,checked_in,416.78,39.27,50,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053065
88a31239-47ba-4658-9319-91bc08c9186a,Laura Hunter,FL2573,AC4709,2025-06-09 16:30:00,40E,2025-05-13T15:06:00,checked_in,413.46,80.3,50,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053171
94e225cc-2f43-499e-b401-a8b30400ec0f,Amanda Clark,FL2573,AC4709,2025-06-09 16:30:00,53I,2025-05-12T18:44:00,checked_in,512.95,13.63,100,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053277
2b343040-710b-4b6e-b13c-bb4874fe5990,Cynthia Nixon,FL2573,AC4709,2025-06-09 16:30:00,67H,2025-05-12T20:50:00,checked_in,415.15,32.57,50,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053382
c62435dd-b271-4ebc-a3ca-add8cde11429,Kevin Ellis,FL2573,AC4709,2025-06-09 16:30:00,36F,2025-05-12T23:22:00,confirmed,498.19,77.24,150,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053487
81e9bb40-7579-45b6-ab1f-ba1c98c84ba6,Kathleen Andrews,FL2573,AC4709,2025-06-09 16:30:00,62d,2025-05-13T02:04:00,checked_in,519.85,66.86,100,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053592
49f34ca9-ff01-496e-b05c-b8034496cd0b,Thomas Romero,FL2573,AC4709,2025-06-09 16:30:00,05O,2025-05-13T11:06:00,checked_in,468.2,52.08,50,travel_agent,premium_economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053697
f46718ee-ff9c-4d86-96bb-c5683852ed42,Rodney Sims,FL2573,AC4709,2025-06-09 16:30:00,49u,2025-05-12T21:02:00,checked_in,390.87,77.1,50,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053801
38b5be2e-8064-4494-8b52-caf086d65166,Brian Brady,FL2573,AC4709,2025-06-09 16:30:00,44P,2025-05-12T20:07:00,checked_in,454.48,65.85,50,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.053905
5f0036db-87f4-469d-aec7-2f875bc3d3f6,Lauren Myers,FL2573,AC4709,2025-06-09 16:30:00,46G,2025-05-13T09:18:00,checked_in,370.26,30.12,50,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.054011
7c7add9d-3e0e-497c-b543-a0ac6b22ab70,Martha Kelly,FL2573,AC4709,2025-06-09 16:30:00,44u,2025-05-13T01:05:00,checked_in,422.5,28.88,0,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.054116
fc8ab42f-cbc7-4d4c-a2f9-d6d77d55267e,Richard Hardin,FL2573,AC4709,2025-06-09 16:30:00,85P,2025-05-13T07:07:00,checked_in,415.58,37.98,50,app,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.054220
4cda392c-38e6-4a13-a9af-4e55d2f7ae3c,Leslie Morris,FL2573,AC4709,2025-06-09 16:30:00,62H,2025-05-13T05:54:00,confirmed,357.68,18.9,100,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.054324
4e191958-a596-4e1c-af04-b80698d8566e,Deanna Montgomery,FL2573,AC4709,2025-06-09 16:30:00,18Y,2025-05-13T06:46:00,confirmed,411.93,63.77,50,website,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.054430
dc028298-51e9-4102-be07-c5d1635a1cab,Ashley Cook,FL2573,AC4709,2025-06-09 16:30:00,25l,2025-05-13T10:59:00,confirmed,449.72,59.22,0,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.054534
808c3064-d0c3-4474-a2e4-39894f84294a,Brian Oconnor,FL2573,AC4709,2025-06-09 16:30:00,14o,2025-05-12T17:06:00,checked_in,358.75,68.02,150,travel_agent,economy,Wide-body,USD,2025-06-09,2025-07-08T16:29:01.054638
