booking_id,passenger_name,flight_id,aircraft_id,departure_time,seat_number,booking_time,booking_status,ticket_price,baggage_fee,upgrades,channel,customer_segment,aircraft_type,currency,flight_day,recorded_at
c4c45c85-0c90-4987-8928-1f96a691b5d1,John Maynard,FL9376,AC2808,2025-07-04 12:00:00,52d,2025-06-22T17:28:00,confirmed,293.8,31.53,150,website,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447188
b939183b-00f7-48b7-b210-808a44a7c747,Jonathan Lee,FL9376,AC2808,2025-07-04 12:00:00,85m,2025-06-22T19:04:00,confirmed,431.89,21.88,50,travel_agent,business,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447261
59e5b462-249d-4751-971b-0579d34232de,Willie Harvey,FL9376,AC2808,2025-07-04 12:00:00,82Y,2025-06-23T07:08:00,confirmed,277.13,52.29,0,app,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447336
6c0fd99e-0c8a-43d9-b2d2-fb84f186e0d0,Mr. Jeffrey Johnson MD,FL9376,AC2808,2025-07-04 12:00:00,74Z,2025-06-23T08:43:00,confirmed,233.53,33.22,150,website,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447416
386608e5-bfef-42c0-b686-af6816aa28f3,Jessica Knight,FL9376,AC2808,2025-07-04 12:00:00,09Z,2025-06-22T15:41:00,confirmed,230.35,34.34,100,travel_agent,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447489
4bce8912-796a-47fd-aa90-b4fd6b871f05,Mrs. Lacey Pena,FL9376,AC2808,2025-07-04 12:00:00,04c,2025-06-23T07:42:00,confirmed,394.95,14.5,150,app,business,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447565
308ce59b-d163-4100-a350-fe3ecd5d9e74,Michael Decker,FL9376,AC2808,2025-07-04 12:00:00,82f,2025-06-22T20:20:00,confirmed,255.26,41.38,50,website,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447639
8be794fa-1751-42ce-89eb-6cc1dab8ca53,Dr. Adam Roth,FL9376,AC2808,2025-07-04 12:00:00,54S,2025-06-23T05:31:00,confirmed,324.39,85.17,50,website,premium_economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447719
7575d5ba-e591-4042-8d22-9693049ec34c,Kathy Robbins,FL9376,AC2808,2025-07-04 12:00:00,58Q,2025-06-23T02:47:00,confirmed,253.65,19.42,100,website,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447792
3a888bd9-b4d7-4f4a-a1f9-200ceb305eeb,Nicole Jackson,FL9376,AC2808,2025-07-04 12:00:00,23m,2025-06-22T15:39:00,confirmed,246.14,20.08,50,website,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447865
b23f4f36-c9b1-40c1-9c6c-2455fcebe166,Amy Hogan,FL9376,AC2808,2025-07-04 12:00:00,90V,2025-06-22T18:45:00,confirmed,232.36,48.25,50,travel_agent,economy,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.447938
1aa3839b-b2fc-4a8b-946c-d5579f994f14,Heather Moore,FL9376,AC2808,2025-07-04 12:00:00,55H,2025-06-22T12:53:00,checked_in,307.11,13.13,150,travel_agent,business,Narrow-body,USD,2025-07-04,2025-07-08T16:29:03.448011
