booking_id,passenger_name,flight_id,aircraft_id,departure_time,seat_number,booking_time,booking_status,ticket_price,baggage_fee,upgrades,channel,customer_segment,aircraft_type,currency,flight_day,recorded_at
74ea75c3-55b6-4b4b-a3e0-19459272b197,Cameron Gibson,FL6696,AC7608,2025-06-24 22:45:00,22T,2025-06-13T08:56:00,checked_in,334.96,97.62,0,website,premium_economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.497685
8a2a9ce0-1faf-4663-827b-afeb59abc72e,William Hoffman,FL6696,AC7608,2025-06-24 22:45:00,00G,2025-06-13T08:32:00,confirmed,351.36,78.24,150,app,business,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.497758
1d5b9059-e321-4252-8c22-cbf9e8f879c8,Daniel Thomas,FL6696,AC7608,2025-06-24 22:45:00,32u,2025-06-13T02:10:00,checked_in,294.7,76.87,100,app,premium_economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.497832
6722b236-e64d-46c8-b474-b2d486e68aa8,Donna Hebert,FL6696,AC7608,2025-06-24 22:45:00,77R,2025-06-13T21:35:00,confirmed,208.38,19.64,100,website,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.497910
737c4e44-705f-41b0-adcd-ae21075ca6bc,Roger Hart,FL6696,AC7608,2025-06-24 22:45:00,13F,2025-06-13T12:40:00,checked_in,234.66,87.41,0,website,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.497983
cd7d5211-14a7-42c5-9a7b-ec45db248e75,Matthew Williams,FL6696,AC7608,2025-06-24 22:45:00,92f,2025-06-13T13:29:00,checked_in,250.91,63.64,150,app,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498057
e9f95fb0-08b7-476f-86b7-e02c17c59d14,Lisa Frank,FL6696,AC7608,2025-06-24 22:45:00,00c,2025-06-13T03:32:00,confirmed,249.45,28.78,150,travel_agent,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498131
d95c08bf-f8c7-41c5-be72-dbafd0c92c3f,Carrie Serrano,FL6696,AC7608,2025-06-24 22:45:00,11B,2025-06-13T15:51:00,confirmed,255.92,86.9,50,app,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498203
fce05f4a-855b-455e-8b51-3c4236662a54,Colin Warner,FL6696,AC7608,2025-06-24 22:45:00,19V,2025-06-13T00:04:00,confirmed,247.54,47.22,50,website,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498280
98fb6738-6a63-46a2-9d33-215cbb44fa48,Anthony Johnson,FL6696,AC7608,2025-06-24 22:45:00,26N,2025-06-13T12:00:00,confirmed,217.53,24.34,100,travel_agent,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498352
be7574e6-3847-4097-bf88-8beb6e8281d8,Mary Bell,FL6696,AC7608,2025-06-24 22:45:00,74X,2025-06-13T07:34:00,confirmed,261.72,51.87,150,app,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498424
122772ca-3bd6-4016-ae92-409c0d188c52,Sara Smith,FL6696,AC7608,2025-06-24 22:45:00,60X,2025-06-13T05:48:00,confirmed,350.58,40.9,100,app,business,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498496
e7ade9f2-17fa-4628-87cb-02e96c52144a,Kristen Tyler,FL6696,AC7608,2025-06-24 22:45:00,57K,2025-06-13T16:09:00,confirmed,283.83,71.76,0,website,economy,Narrow-body,USD,2025-06-24,2025-07-08T16:29:02.498569
