flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL6018,2025-06-21,4.03,2025-06-21 06:45:00,2025-06-21 10:47:00,396.16200000000003,False,2025-07-08T16:29:04.426760,CR1006,Connie Lawrence,Captain,SEA
FL6018,2025-06-21,4.03,2025-06-21 06:45:00,2025-06-21 10:47:00,223.50900000000001,False,2025-07-08T16:29:04.426883,CR2014,Zachary Hicks,First Officer,SEA
FL6018,2025-06-21,4.03,2025-06-21 06:45:00,2025-06-21 10:47:00,82.654,False,2025-07-08T16:29:04.427007,CR3004,Nathan Maldonado,Flight Attendant,ATL
FL6018,2025-06-21,4.03,2025-06-21 06:45:00,2025-06-21 10:47:00,83.265,False,2025-07-08T16:29:04.427125,CR3013,Sherry Decker,Flight Attendant,ORD
FL6018,2025-06-21,4.03,2025-06-21 06:45:00,2025-06-21 10:47:00,84.526,False,2025-07-08T16:29:04.427241,CR3017,John Pierce,Flight Attendant,ATL
FL6018,2025-06-21,4.03,2025-06-21 06:45:00,2025-06-21 10:47:00,85.41000000000001,False,2025-07-08T16:29:04.427360,CR3019,Joshua Blair,Flight Attendant,LAX
FL6018,2025-06-21,4.03,2025-06-21 06:45:00,2025-06-21 10:47:00,87.03500000000001,False,2025-07-08T16:29:04.427476,CR3024,Mark Perez,Flight Attendant,BOS
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,469.024,False,2025-07-08T16:29:04.427630,CR1008,Gina Moore,Captain,ATL
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,268.78400000000005,False,2025-07-08T16:29:04.427755,CR2011,Judy Baker,First Officer,ORD
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,104.032,False,2025-07-08T16:29:04.427881,CR3017,John Pierce,Flight Attendant,ATL
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,105.47200000000001,False,2025-07-08T16:29:04.427999,CR3010,Brittany Farmer,Flight Attendant,LAX
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,115.152,False,2025-07-08T16:29:04.428118,CR3028,Richard Aguirre,Flight Attendant,SFO
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,105.024,False,2025-07-08T16:29:04.428235,CR3025,Shannon Jones,Flight Attendant,LAX
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,96.368,False,2025-07-08T16:29:04.428352,CR3005,Debra Davidson,Flight Attendant,SEA
FL7332,2025-06-21,5.68,2025-06-21 17:30:00,2025-06-21 23:11:00,96.44800000000001,False,2025-07-08T16:29:04.428469,CR3015,Angelica Tucker,Flight Attendant,SEA
FL2994,2025-06-21,4.03,2025-06-21 07:45:00,2025-06-21 11:47:00,385.03400000000005,False,2025-07-08T16:29:04.428625,CR1011,Monica Herrera,Captain,SFO
FL2994,2025-06-21,4.03,2025-06-21 07:45:00,2025-06-21 11:47:00,229.26800000000003,False,2025-07-08T16:29:04.428749,CR2002,Holly Wood,First Officer,LAX
FL2994,2025-06-21,4.03,2025-06-21 07:45:00,2025-06-21 11:47:00,88.79,False,2025-07-08T16:29:04.428875,CR3011,Paula Moreno,Flight Attendant,LAX
FL2994,2025-06-21,4.03,2025-06-21 07:45:00,2025-06-21 11:47:00,86.099,False,2025-07-08T16:29:04.428993,CR3007,Sherri Baker,Flight Attendant,BOS
FL2994,2025-06-21,4.03,2025-06-21 07:45:00,2025-06-21 11:47:00,76.973,False,2025-07-08T16:29:04.429111,CR3023,Crystal Robinson,Flight Attendant,SFO
FL2994,2025-06-21,4.03,2025-06-21 07:45:00,2025-06-21 11:47:00,92.24799999999999,False,2025-07-08T16:29:04.429228,CR3018,Shane Henderson,Flight Attendant,SFO
FL2994,2025-06-21,4.03,2025-06-21 07:45:00,2025-06-21 11:47:00,85.33200000000001,False,2025-07-08T16:29:04.429348,CR3025,Shannon Jones,Flight Attendant,LAX
FL1108,2025-06-21,4.03,2025-06-21 04:15:00,2025-06-21 08:17:00,365.963,False,2025-07-08T16:29:04.429503,CR1005,Cristian Santos,Captain,SEA
