flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,372.697,False,2025-07-08T16:29:04.447400,CR1003,Angie Henderson,Captain,ORD
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,212.901,False,2025-07-08T16:29:04.447522,CR2001,Brian Ramirez,First Officer,LAX
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,78.29899999999999,False,2025-07-08T16:29:04.447647,CR3005,Debra Davidson,Flight Attendant,SEA
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,84.097,False,2025-07-08T16:29:04.447764,CR3008,Cassandra Gaines,Flight Attendant,JFK
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,81.913,False,2025-07-08T16:29:04.447880,CR3016,Philip Cannon,Flight Attendant,ATL
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,86.099,False,2025-07-08T16:29:04.447998,CR3007,Sherri Baker,Flight Attendant,BOS
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,78.364,False,2025-07-08T16:29:04.448117,CR3015,Angelica Tucker,Flight Attendant,SEA
FL1164,2025-06-23,4.03,2025-06-23 05:30:00,2025-06-23 09:32:00,93.561,False,2025-07-08T16:29:04.448234,CR3028,Richard Aguirre,Flight Attendant,SFO
FL7120,2025-06-23,4.03,2025-06-23 06:45:00,2025-06-23 10:47:00,365.22200000000004,False,2025-07-08T16:29:04.448390,CR1007,Abigail Shaffer,Captain,ATL
FL7120,2025-06-23,4.03,2025-06-23 06:45:00,2025-06-23 10:47:00,223.50900000000001,False,2025-07-08T16:29:04.448513,CR2014,Zachary Hicks,First Officer,SEA
FL7120,2025-06-23,4.03,2025-06-23 06:45:00,2025-06-23 10:47:00,85.33200000000001,False,2025-07-08T16:29:04.448637,CR3025,Shannon Jones,Flight Attendant,LAX
FL7120,2025-06-23,4.03,2025-06-23 06:45:00,2025-06-23 10:47:00,81.913,False,2025-07-08T16:29:04.448754,CR3016,Philip Cannon,Flight Attendant,ATL
FL7120,2025-06-23,4.03,2025-06-23 06:45:00,2025-06-23 10:47:00,83.265,False,2025-07-08T16:29:04.448871,CR3013,Sherry Decker,Flight Attendant,ORD
FL7120,2025-06-23,4.03,2025-06-23 06:45:00,2025-06-23 10:47:00,77.818,False,2025-07-08T16:29:04.448988,CR3022,Danny Morgan,Flight Attendant,BOS
FL7120,2025-06-23,4.03,2025-06-23 06:45:00,2025-06-23 10:47:00,78.624,False,2025-07-08T16:29:04.449103,CR3001,Rebecca Henderson,Flight Attendant,LAX
FL8325,2025-06-23,5.68,2025-06-23 03:00:00,2025-06-23 08:41:00,457.184,False,2025-07-08T16:29:04.449259,CR1010,Ryan Munoz,Captain,JFK
FL8325,2025-06-23,5.68,2025-06-23 03:00:00,2025-06-23 08:41:00,268.384,False,2025-07-08T16:29:04.449381,CR2008,Ethan Adams,First Officer,BOS
FL8325,2025-06-23,5.68,2025-06-23 03:00:00,2025-06-23 08:41:00,104.99200000000002,False,2025-07-08T16:29:04.449506,CR3014,Anthony Humphrey,Flight Attendant,SEA
FL8325,2025-06-23,5.68,2025-06-23 03:00:00,2025-06-23 08:41:00,115.152,False,2025-07-08T16:29:04.449624,CR3028,Richard Aguirre,Flight Attendant,SFO
FL8325,2025-06-23,5.68,2025-06-23 03:00:00,2025-06-23 08:41:00,96.768,False,2025-07-08T16:29:04.449740,CR3001,Rebecca Henderson,Flight Attendant,LAX
FL8325,2025-06-23,5.68,2025-06-23 03:00:00,2025-06-23 08:41:00,109.504,False,2025-07-08T16:29:04.449855,CR3012,Fred Smith,Flight Attendant,SFO
FL8325,2025-06-23,5.68,2025-06-23 03:00:00,2025-06-23 08:41:00,107.12,False,2025-07-08T16:29:04.449969,CR3024,Mark Perez,Flight Attendant,BOS
FL6192,2025-06-23,3.45,2025-06-23 05:00:00,2025-06-23 08:27:00,386.906,False,2025-07-08T16:29:04.450127,CR1015,Dylan Miller,Captain,SEA
FL6192,2025-06-23,3.45,2025-06-23 05:00:00,2025-06-23 08:27:00,210.20999999999998,False,2025-07-08T16:29:04.450249,CR2004,Lisa Jackson,First Officer,BOS
FL6192,2025-06-23,3.45,2025-06-23 05:00:00,2025-06-23 08:27:00,77.818,False,2025-07-08T16:29:04.450372,CR3022,Danny Morgan,Flight Attendant,BOS
FL6192,2025-06-23,3.45,2025-06-23 05:00:00,2025-06-23 08:27:00,85.30600000000001,False,2025-07-08T16:29:04.450488,CR3014,Anthony Humphrey,Flight Attendant,SEA
FL6192,2025-06-23,3.45,2025-06-23 05:00:00,2025-06-23 08:27:00,78.624,False,2025-07-08T16:29:04.450604,CR3001,Rebecca Henderson,Flight Attendant,LAX
FL6192,2025-06-23,3.45,2025-06-23 05:00:00,2025-06-23 08:27:00,85.41000000000001,False,2025-07-08T16:29:04.450720,CR3019,Joshua Blair,Flight Attendant,LAX
FL6192,2025-06-23,3.45,2025-06-23 05:00:00,2025-06-23 08:27:00,78.29899999999999,False,2025-07-08T16:29:04.450835,CR3005,Debra Davidson,Flight Attendant,SEA
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,445.98400000000004,False,2025-07-08T16:29:04.450992,CR1012,Jamie Arnold,Captain,ATL
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,255.28000000000003,False,2025-07-08T16:29:04.451116,CR2010,Matthew Foster,First Officer,LAX
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,104.032,False,2025-07-08T16:29:04.451241,CR3017,John Pierce,Flight Attendant,ATL
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,107.08800000000002,False,2025-07-08T16:29:04.451376,CR3027,Timothy Duncan,Flight Attendant,ATL
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,96.368,False,2025-07-08T16:29:04.451493,CR3005,Debra Davidson,Flight Attendant,SEA
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,100.816,False,2025-07-08T16:29:04.451610,CR3016,Philip Cannon,Flight Attendant,ATL
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,109.28,False,2025-07-08T16:29:04.451728,CR3011,Paula Moreno,Flight Attendant,LAX
FL2991,2025-06-23,5.68,2025-06-23 05:00:00,2025-06-23 10:41:00,103.296,False,2025-07-08T16:29:04.451843,CR3006,Jeffrey Chavez,Flight Attendant,JFK
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,565.72,False,2025-07-08T16:29:04.451997,CR1004,Daniel Wagner,Captain,SFO
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,315.46,False,2025-07-08T16:29:04.452119,CR2013,Stephanie Ross,First Officer,BOS
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,120.46,False,2025-07-08T16:29:04.452245,CR3005,Debra Davidson,Flight Attendant,SEA
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,131.84,False,2025-07-08T16:29:04.452361,CR3010,Brittany Farmer,Flight Attendant,LAX
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,143.94,False,2025-07-08T16:29:04.452478,CR3028,Richard Aguirre,Flight Attendant,SFO
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,122.18,False,2025-07-08T16:29:04.452592,CR3009,Elizabeth Fowler,Flight Attendant,BOS
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,132.68,False,2025-07-08T16:29:04.452710,CR3002,James Ferrell,Flight Attendant,ATL
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,136.6,False,2025-07-08T16:29:04.452825,CR3011,Paula Moreno,Flight Attendant,LAX
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,129.12,False,2025-07-08T16:29:04.452942,CR3006,Jeffrey Chavez,Flight Attendant,JFK
FL1532,2025-06-23,9.25,2025-06-23 07:00:00,2025-06-23 16:15:00,129.38,False,2025-07-08T16:29:04.453059,CR3008,Cassandra Gaines,Flight Attendant,JFK
