flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL6238,2025-06-19,4.5,2025-06-19 14:45:00,2025-06-19 19:15:00,365.22200000000004,False,2025-07-08T16:29:04.404634,CR1007,Abigail Shaffer,Captain,ATL
FL6238,2025-06-19,4.5,2025-06-19 14:45:00,2025-06-19 19:15:00,212.901,False,2025-07-08T16:29:04.404760,CR2001,Brian Ramirez,First Officer,LAX
FL6238,2025-06-19,4.5,2025-06-19 14:45:00,2025-06-19 19:15:00,78.364,False,2025-07-08T16:29:04.404886,CR3015,Angelica Tucker,Flight Attendant,SEA
FL6238,2025-06-19,4.5,2025-06-19 14:45:00,2025-06-19 19:15:00,77.818,False,2025-07-08T16:29:04.405004,CR3022,Danny Morgan,Flight Attendant,BOS
FL6238,2025-06-19,4.5,2025-06-19 14:45:00,2025-06-19 19:15:00,93.561,False,2025-07-08T16:29:04.405124,CR3028,Richard Aguirre,Flight Attendant,SFO
FL6238,2025-06-19,4.5,2025-06-19 14:45:00,2025-06-19 19:15:00,78.29899999999999,False,2025-07-08T16:29:04.405242,CR3005,Debra Davidson,Flight Attendant,SEA
FL6238,2025-06-19,4.5,2025-06-19 14:45:00,2025-06-19 19:15:00,79.417,False,2025-07-08T16:29:04.405360,CR3009,Elizabeth Fowler,Flight Attendant,BOS
FL7070,2025-06-19,18.88,2025-06-19 11:45:00,2025-06-20 06:38:00,573.38,False,2025-07-08T16:29:04.405514,CR1003,Angie Henderson,Captain,ORD
FL7070,2025-06-19,18.88,2025-06-19 11:45:00,2025-06-20 06:38:00,318.84,False,2025-07-08T16:29:04.405638,CR2009,Tommy Walter,First Officer,JFK
FL7070,2025-06-19,18.88,2025-06-19 11:45:00,2025-06-20 06:38:00,133.86,False,2025-07-08T16:29:04.405764,CR3027,Timothy Duncan,Flight Attendant,ATL
FL7070,2025-06-19,18.88,2025-06-19 11:45:00,2025-06-20 06:38:00,141.92,False,2025-07-08T16:29:04.405883,CR3018,Shane Henderson,Flight Attendant,SFO
FL7070,2025-06-19,18.88,2025-06-19 11:45:00,2025-06-20 06:38:00,132.68,False,2025-07-08T16:29:04.406001,CR3002,James Ferrell,Flight Attendant,ATL
