flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,573.38,False,2025-07-08T16:29:04.541269,CR1003,Angie Henderson,Captain,ORD
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,335.48,False,2025-07-08T16:29:04.541392,CR2008,Ethan Adams,First Officer,BOS
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,132.46,False,2025-07-08T16:29:04.541517,CR3007,Sherri Baker,Flight Attendant,BOS
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,129.12,False,2025-07-08T16:29:04.541634,CR3006,Jeffrey Chavez,Flight Attendant,JFK
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,134.38,False,2025-07-08T16:29:04.541751,CR3021,Jessica Holmes,Flight Attendant,SFO
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,143.94,False,2025-07-08T16:29:04.541869,CR3028,Richard Aguirre,Flight Attendant,SFO
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,136.42,False,2025-07-08T16:29:04.541985,CR3003,Tricia Valencia,Flight Attendant,BOS
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,119.72,False,2025-07-08T16:29:04.542101,CR3022,Danny Morgan,Flight Attendant,BOS
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,130.04,False,2025-07-08T16:29:04.542217,CR3017,John Pierce,Flight Attendant,ATL
FL9778,2025-07-03,18.88,2025-07-03 17:45:00,2025-07-04 12:38:00,136.6,False,2025-07-08T16:29:04.542333,CR3011,Paula Moreno,Flight Attendant,LAX
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,563.02,True,2025-07-08T16:29:04.542485,CR1005,Cristian Santos,Captain,SEA
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,327.2,True,2025-07-08T16:29:04.542616,CR2007,Patty Perez,First Officer,SFO
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,136.6,True,2025-07-08T16:29:04.542753,CR3011,Paula Moreno,Flight Attendant,LAX
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,136.42,True,2025-07-08T16:29:04.542870,CR3003,Tricia Valencia,Flight Attendant,BOS
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,130.04,True,2025-07-08T16:29:04.542986,CR3017,John Pierce,Flight Attendant,ATL
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,131.28,True,2025-07-08T16:29:04.543102,CR3025,Shannon Jones,Flight Attendant,LAX
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,131.24,True,2025-07-08T16:29:04.543217,CR3014,Anthony Humphrey,Flight Attendant,SEA
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,122.18,True,2025-07-08T16:29:04.543332,CR3009,Elizabeth Fowler,Flight Attendant,BOS
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,118.42,True,2025-07-08T16:29:04.543447,CR3023,Crystal Robinson,Flight Attendant,SFO
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,133.86,True,2025-07-08T16:29:04.543561,CR3027,Timothy Duncan,Flight Attendant,ATL
FL2972,2025-07-03,18.88,2025-07-03 17:15:00,2025-07-04 12:08:00,120.46,True,2025-07-08T16:29:04.543679,CR3005,Debra Davidson,Flight Attendant,SEA
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,573.38,False,2025-07-08T16:29:04.543832,CR1003,Angie Henderson,Captain,ORD
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,341.36,False,2025-07-08T16:29:04.543954,CR2005,Carla Gray,First Officer,SEA
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,134.38,False,2025-07-08T16:29:04.544080,CR3021,Jessica Holmes,Flight Attendant,SFO
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,136.6,False,2025-07-08T16:29:04.544197,CR3011,Paula Moreno,Flight Attendant,LAX
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,129.38,False,2025-07-08T16:29:04.544313,CR3008,Cassandra Gaines,Flight Attendant,JFK
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,118.42,False,2025-07-08T16:29:04.544429,CR3023,Crystal Robinson,Flight Attendant,SFO
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,127.16,False,2025-07-08T16:29:04.544545,CR3004,Nathan Maldonado,Flight Attendant,ATL
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,120.46,False,2025-07-08T16:29:04.544660,CR3005,Debra Davidson,Flight Attendant,SEA
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,136.42,False,2025-07-08T16:29:04.544775,CR3003,Tricia Valencia,Flight Attendant,BOS
FL5458,2025-07-03,18.88,2025-07-03 05:15:00,2025-07-04 00:08:00,132.68,False,2025-07-08T16:29:04.544890,CR3002,James Ferrell,Flight Attendant,ATL
FL4855,2025-07-01,5.68,2025-07-01 08:15:00,2025-07-01 13:56:00,449.504,False,2025-07-08T16:29:04.545042,CR1007,Abigail Shaffer,Captain,ATL
FL4855,2025-07-01,5.68,2025-07-01 08:15:00,2025-07-01 13:56:00,250.352,False,2025-07-08T16:29:04.545164,CR2003,Derek Zuniga,First Officer,ORD
FL4855,2025-07-01,5.68,2025-07-01 08:15:00,2025-07-01 13:56:00,105.12,False,2025-07-08T16:29:04.545288,CR3019,Joshua Blair,Flight Attendant,LAX
FL4855,2025-07-01,5.68,2025-07-01 08:15:00,2025-07-01 13:56:00,103.504,False,2025-07-08T16:29:04.545405,CR3008,Cassandra Gaines,Flight Attendant,JFK
