flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,457.184,False,2025-07-08T16:29:04.522366,CR1010,Ryan Munoz,Captain,JFK
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,265.168,False,2025-07-08T16:29:04.522488,CR2006,Margaret Hawkins DDS,First Officer,ORD
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,94.736,False,2025-07-08T16:29:04.522612,CR3023,Crystal Robinson,Flight Attendant,SFO
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,105.024,False,2025-07-08T16:29:04.522729,CR3025,Shannon Jones,Flight Attendant,LAX
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,97.74400000000001,False,2025-07-08T16:29:04.522845,CR3009,Elizabeth Fowler,Flight Attendant,BOS
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,107.504,False,2025-07-08T16:29:04.522961,CR3021,Jessica Holmes,Flight Attendant,SFO
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,113.536,False,2025-07-08T16:29:04.523076,CR3018,Shane Henderson,Flight Attendant,SFO
FL1661,2025-07-01,6.95,2025-07-01 03:30:00,2025-07-01 10:27:00,105.47200000000001,False,2025-07-08T16:29:04.523190,CR3010,Brittany Farmer,Flight Attendant,LAX
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,563.66,False,2025-07-08T16:29:04.523342,CR1001,Allison Hill,Captain,SEA
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,319.1,False,2025-07-08T16:29:04.523462,CR2010,Matthew Foster,First Officer,LAX
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,131.84,False,2025-07-08T16:29:04.523586,CR3010,Brittany Farmer,Flight Attendant,LAX
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,120.96,False,2025-07-08T16:29:04.523702,CR3001,Rebecca Henderson,Flight Attendant,LAX
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,147.08,False,2025-07-08T16:29:04.523817,CR3020,Eric Carney,Flight Attendant,SEA
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,119.72,False,2025-07-08T16:29:04.523932,CR3022,Danny Morgan,Flight Attendant,BOS
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,131.4,False,2025-07-08T16:29:04.524048,CR3019,Joshua Blair,Flight Attendant,LAX
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,118.42,False,2025-07-08T16:29:04.524164,CR3023,Crystal Robinson,Flight Attendant,SFO
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,136.6,False,2025-07-08T16:29:04.524280,CR3011,Paula Moreno,Flight Attendant,LAX
FL4552,2025-07-01,18.88,2025-07-01 03:45:00,2025-07-01 22:38:00,128.18,False,2025-07-08T16:29:04.524397,CR3026,Michael Lewis,Flight Attendant,JFK
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,457.184,False,2025-07-08T16:29:04.524549,CR1010,Ryan Munoz,Captain,JFK
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,252.368,False,2025-07-08T16:29:04.524671,CR2013,Stephanie Ross,First Officer,BOS
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,109.136,False,2025-07-08T16:29:04.524795,CR3003,Tricia Valencia,Flight Attendant,BOS
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,95.77600000000001,False,2025-07-08T16:29:04.524913,CR3022,Danny Morgan,Flight Attendant,BOS
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,105.96800000000002,False,2025-07-08T16:29:04.525029,CR3007,Sherri Baker,Flight Attendant,BOS
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,105.47200000000001,False,2025-07-08T16:29:04.525145,CR3010,Brittany Farmer,Flight Attendant,LAX
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,96.44800000000001,False,2025-07-08T16:29:04.525262,CR3015,Angelica Tucker,Flight Attendant,SEA
FL1495,2025-07-01,5.68,2025-07-01 20:45:00,2025-07-02 02:26:00,97.74400000000001,False,2025-07-08T16:29:04.525378,CR3009,Elizabeth Fowler,Flight Attendant,BOS
FL7124,2025-07-01,5.68,2025-07-01 14:30:00,2025-07-01 20:11:00,476.192,False,2025-07-08T16:29:04.525531,CR1015,Dylan Miller,Captain,SEA
FL7124,2025-07-01,5.68,2025-07-01 14:30:00,2025-07-01 20:11:00,282.17600000000004,False,2025-07-08T16:29:04.525654,CR2002,Holly Wood,First Officer,LAX
FL7124,2025-07-01,5.68,2025-07-01 14:30:00,2025-07-01 20:11:00,103.296,False,2025-07-08T16:29:04.525777,CR3006,Jeffrey Chavez,Flight Attendant,JFK
FL7124,2025-07-01,5.68,2025-07-01 14:30:00,2025-07-01 20:11:00,105.12,False,2025-07-08T16:29:04.525894,CR3019,Joshua Blair,Flight Attendant,LAX
FL7124,2025-07-01,5.68,2025-07-01 14:30:00,2025-07-01 20:11:00,105.024,False,2025-07-08T16:29:04.526046,CR3025,Shannon Jones,Flight Attendant,LAX
FL7124,2025-07-01,5.68,2025-07-01 14:30:00,2025-07-01 20:11:00,115.152,False,2025-07-08T16:29:04.526164,CR3028,Richard Aguirre,Flight Attendant,SFO
FL7124,2025-07-01,5.68,2025-07-01 14:30:00,2025-07-01 20:11:00,107.504,False,2025-07-08T16:29:04.526282,CR3021,Jessica Holmes,Flight Attendant,SFO
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,565.72,False,2025-07-08T16:29:04.526438,CR1004,Daniel Wagner,Captain,SFO
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,327.54,False,2025-07-08T16:29:04.526562,CR2001,Brian Ramirez,First Officer,LAX
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,128.1,False,2025-07-08T16:29:04.526687,CR3013,Sherry Decker,Flight Attendant,ORD
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,133.86,False,2025-07-08T16:29:04.526802,CR3027,Timothy Duncan,Flight Attendant,ATL
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,132.68,False,2025-07-08T16:29:04.526917,CR3002,James Ferrell,Flight Attendant,ATL
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,118.42,False,2025-07-08T16:29:04.527032,CR3023,Crystal Robinson,Flight Attendant,SFO
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,147.08,False,2025-07-08T16:29:04.527149,CR3020,Eric Carney,Flight Attendant,SEA
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,131.28,False,2025-07-08T16:29:04.527265,CR3025,Shannon Jones,Flight Attendant,LAX
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,131.24,False,2025-07-08T16:29:04.527381,CR3014,Anthony Humphrey,Flight Attendant,SEA
FL8196,2025-07-01,18.88,2025-07-01 18:30:00,2025-07-02 13:23:00,122.18,False,2025-07-08T16:29:04.527497,CR3009,Elizabeth Fowler,Flight Attendant,BOS
