flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,570.04,False,2025-07-08T16:29:04.479054,CR1013,Lisa Hensley,Captain,ATL
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,318.84,False,2025-07-08T16:29:04.479177,CR2009,Tommy Walter,First Officer,JFK
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,136.6,False,2025-07-08T16:29:04.479302,CR3011,Paula Moreno,Flight Attendant,LAX
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,126.02,False,2025-07-08T16:29:04.479418,CR3016,Philip Cannon,Flight Attendant,ATL
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,127.16,False,2025-07-08T16:29:04.479534,CR3004,Nathan Maldonado,Flight Attendant,ATL
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,129.12,False,2025-07-08T16:29:04.479650,CR3006,Jeffrey Chavez,Flight Attendant,JFK
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,143.94,False,2025-07-08T16:29:04.479766,CR3028,Richard Aguirre,Flight Attendant,SFO
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,134.38,False,2025-07-08T16:29:04.479882,CR3021,Jessica Holmes,Flight Attendant,SFO
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,120.46,False,2025-07-08T16:29:04.479999,CR3005,Debra Davidson,Flight Attendant,SEA
FL6370,2025-06-26,9.25,2025-06-26 07:45:00,2025-06-26 17:00:00,141.92,False,2025-07-08T16:29:04.480114,CR3018,Shane Henderson,Flight Attendant,SFO
FL6999,2025-06-26,5.68,2025-06-26 15:15:00,2025-06-26 20:56:00,487.64799999999997,False,2025-07-08T16:29:04.480266,CR1002,Noah Rhodes,Captain,JFK
FL6999,2025-06-26,5.68,2025-06-26 15:15:00,2025-06-26 20:56:00,250.352,False,2025-07-08T16:29:04.480388,CR2003,Derek Zuniga,First Officer,ORD
FL6999,2025-06-26,5.68,2025-06-26 15:15:00,2025-06-26 20:56:00,109.28,False,2025-07-08T16:29:04.480511,CR3011,Paula Moreno,Flight Attendant,LAX
FL6999,2025-06-26,5.68,2025-06-26 15:15:00,2025-06-26 20:56:00,107.12,False,2025-07-08T16:29:04.480627,CR3024,Mark Perez,Flight Attendant,BOS
FL6999,2025-06-26,5.68,2025-06-26 15:15:00,2025-06-26 20:56:00,113.536,False,2025-07-08T16:29:04.480742,CR3018,Shane Henderson,Flight Attendant,SFO
FL6999,2025-06-26,5.68,2025-06-26 15:15:00,2025-06-26 20:56:00,96.368,False,2025-07-08T16:29:04.480857,CR3005,Debra Davidson,Flight Attendant,SEA
FL6999,2025-06-26,5.68,2025-06-26 15:15:00,2025-06-26 20:56:00,96.768,False,2025-07-08T16:29:04.480974,CR3001,Rebecca Henderson,Flight Attendant,LAX
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,365.22200000000004,False,2025-07-08T16:29:04.481127,CR1007,Abigail Shaffer,Captain,ATL
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,223.50900000000001,False,2025-07-08T16:29:04.481248,CR2014,Zachary Hicks,First Officer,SEA
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,83.92800000000001,False,2025-07-08T16:29:04.481372,CR3006,Jeffrey Chavez,Flight Attendant,JFK
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,84.526,False,2025-07-08T16:29:04.481488,CR3017,John Pierce,Flight Attendant,ATL
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,85.30600000000001,False,2025-07-08T16:29:04.481603,CR3014,Anthony Humphrey,Flight Attendant,SEA
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,87.03500000000001,False,2025-07-08T16:29:04.481719,CR3024,Mark Perez,Flight Attendant,BOS
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,85.69600000000001,False,2025-07-08T16:29:04.481834,CR3010,Brittany Farmer,Flight Attendant,LAX
FL3825,2025-06-26,4.5,2025-06-26 08:15:00,2025-06-26 12:45:00,82.654,False,2025-07-08T16:29:04.481950,CR3004,Nathan Maldonado,Flight Attendant,ATL
FL3482,2025-06-26,4.5,2025-06-26 21:45:00,2025-06-27 02:15:00,366.379,False,2025-07-08T16:29:04.482104,CR1001,Allison Hill,Captain,SEA
FL3482,2025-06-26,4.5,2025-06-26 21:45:00,2025-06-27 02:15:00,207.24599999999998,False,2025-07-08T16:29:04.482225,CR2009,Tommy Walter,First Officer,JFK
FL3482,2025-06-26,4.5,2025-06-26 21:45:00,2025-06-27 02:15:00,82.654,False,2025-07-08T16:29:04.482347,CR3004,Nathan Maldonado,Flight Attendant,ATL
FL3482,2025-06-26,4.5,2025-06-26 21:45:00,2025-06-27 02:15:00,83.265,False,2025-07-08T16:29:04.482460,CR3013,Sherry Decker,Flight Attendant,ORD
FL3482,2025-06-26,4.5,2025-06-26 21:45:00,2025-06-27 02:15:00,85.33200000000001,False,2025-07-08T16:29:04.482576,CR3025,Shannon Jones,Flight Attendant,LAX
