flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL8461,2025-06-25,3.45,2025-06-25 08:45:00,2025-06-25 12:12:00,370.526,False,2025-07-08T16:29:04.469778,CR1013,Lisa Hensley,Captain,ATL
FL8461,2025-06-25,3.45,2025-06-25 08:45:00,2025-06-25 12:12:00,229.26800000000003,False,2025-07-08T16:29:04.469907,CR2002,Holly Wood,First Officer,LAX
FL8461,2025-06-25,3.45,2025-06-25 08:45:00,2025-06-25 12:12:00,78.364,False,2025-07-08T16:29:04.470038,CR3015,Angelica Tucker,Flight Attendant,SEA
FL8461,2025-06-25,3.45,2025-06-25 08:45:00,2025-06-25 12:12:00,85.33200000000001,False,2025-07-08T16:29:04.470162,CR3025,Shannon Jones,Flight Attendant,LAX
FL8461,2025-06-25,3.45,2025-06-25 08:45:00,2025-06-25 12:12:00,87.03500000000001,False,2025-07-08T16:29:04.470296,CR3024,Mark Perez,Flight Attendant,BOS
FL8461,2025-06-25,3.45,2025-06-25 08:45:00,2025-06-25 12:12:00,85.30600000000001,False,2025-07-08T16:29:04.470420,CR3014,Anthony Humphrey,Flight Attendant,SEA
FL8461,2025-06-25,3.45,2025-06-25 08:45:00,2025-06-25 12:12:00,81.913,False,2025-07-08T16:29:04.470569,CR3016,Philip Cannon,Flight Attendant,ATL
FL6986,2025-06-25,3.45,2025-06-25 06:00:00,2025-06-25 09:27:00,381.082,False,2025-07-08T16:29:04.470759,CR1008,Gina Moore,Captain,ATL
FL6986,2025-06-25,3.45,2025-06-25 06:00:00,2025-06-25 09:27:00,215.44899999999998,False,2025-07-08T16:29:04.470892,CR2006,Margaret Hawkins DDS,First Officer,ORD
FL6986,2025-06-25,3.45,2025-06-25 06:00:00,2025-06-25 09:27:00,84.097,False,2025-07-08T16:29:04.471024,CR3008,Cassandra Gaines,Flight Attendant,JFK
FL6986,2025-06-25,3.45,2025-06-25 06:00:00,2025-06-25 09:27:00,88.79,False,2025-07-08T16:29:04.471146,CR3011,Paula Moreno,Flight Attendant,LAX
FL6986,2025-06-25,3.45,2025-06-25 06:00:00,2025-06-25 09:27:00,79.417,False,2025-07-08T16:29:04.471275,CR3009,Elizabeth Fowler,Flight Attendant,BOS
