flight_id,flight_day,hours_logged,duty_start,duty_end,hourly_rate_usd,crew_flagged,recorded_at,crew_id,name,role,base_location
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,573.38,False,2025-07-08T16:29:04.311178,CR1003,Angie Henderson,Captain,ORD
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,352.72,False,2025-07-08T16:29:04.311346,CR2002,Holly Wood,First Officer,LAX
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,126.02,False,2025-07-08T16:29:04.311504,CR3016,Philip Cannon,Flight Attendant,ATL
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,136.6,False,2025-07-08T16:29:04.311657,CR3011,Paula Moreno,Flight Attendant,LAX
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,119.72,False,2025-07-08T16:29:04.311930,CR3022,Danny Morgan,Flight Attendant,BOS
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,120.56,False,2025-07-08T16:29:04.312170,CR3015,Angelica Tucker,Flight Attendant,SEA
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,133.9,False,2025-07-08T16:29:04.312326,CR3024,Mark Perez,Flight Attendant,BOS
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,134.38,False,2025-07-08T16:29:04.312467,CR3021,Jessica Holmes,Flight Attendant,SFO
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,130.04,False,2025-07-08T16:29:04.312625,CR3017,John Pierce,Flight Attendant,ATL
FL2573,2025-06-09,9.25,2025-06-09 15:30:00,2025-06-10 00:45:00,128.1,False,2025-07-08T16:29:04.312749,CR3013,Sherry Decker,Flight Attendant,ORD
FL6828,2025-06-09,5.68,2025-06-09 13:15:00,2025-06-09 18:56:00,446.17600000000004,False,2025-07-08T16:29:04.312933,CR1009,Gabrielle Davis,Captain,JFK
